              value  count     ratio
        의식장애,경련,타박상      1  0.000080
         의식장애,열상,화상      1  0.000080
         실신,발작,전신쇠약      1  0.000080
          두통,경련,타박상      1  0.000080
     심계항진,호흡곤란,사지마비      1  0.000080
         복통,분만진통,설사      1  0.000080
       기타통증,열상,사지마비      1  0.000080
        발작,오심/구토,기타      1  0.000080
           실신,골절,기타      1  0.000080
        복통,어지러움,편마비      1  0.000080
       발작,오심/구토,찰과상      1  0.000080
           고열,화상,설사      1  0.000080
         복통,비출혈,타박상      1  0.000080
        복통,오심/구토,경련      1  0.000080
       그 밖의출혈,탈구,화상      1  0.000080
      복통,오심/구토,저체온증      1  0.000080
            복통,사지마비      1  0.000080
         흉통,의식장애,경련      1  0.000080
           저체온증,편마비      1  0.000080
       복통,심정지,오심/구토      1  0.000080
      배뇨장애,찰과상,전신쇠약      1  0.000080
         의식장애,발작,고열      1  0.000080
         흉통,기타통증,토혈      1  0.000080
        의식장애,실신,심정지      1  0.000080
             타박상,절단      1  0.000080
         흉통,복통,저체온증      1  0.000080
          경련,염좌,타박상      1  0.000080
       두통,기타이물질,타박상      1  0.000080
       의식장애,발작,기도이물      1  0.000080
         토혈,기침,어지러움      1  0.000080
        기타이물질,열상,기타      1  0.000080
            저체온증,경련      1  0.000080
            발작,사지마비      1  0.000080
        타박상,기침,어지러움      1  0.000080
          골절,찰과상,절단      1  0.000080
           분만진통,타박상      1  0.000080
       심정지,기타이물질,마비      1  0.000080
             토혈,타박상      1  0.000080
    배뇨장애,기타이물질,전신쇠약      1  0.000080
        기타이물질,골절,염좌      1  0.000080
       복통,타박상,가슴불편감      1  0.000080
         기타출혈,기타이물질      1  0.000080
        두통,기타이물질,기침      1  0.000080
         호흡곤란,기침,혈변      1  0.000080
        기타이물질,기침,마비      1  0.000080
         의식장애,골절,염좌      1  0.000080
     기도이물,그 밖의출혈,구토      1  0.000080
      배뇨장애,기타,가슴불편감      1  0.000080
      비출혈,기타이물질,타박상      1  0.000080
           탈구,염좌,열상      1  0.000080
     흉통,기타이물질,가슴불편감      1  0.000080
      심계항진,기타이물질,기타      1  0.000080
        고열,기타이물질,열상      1  0.000080
      저체온증,기타이물질,구토      1  0.000080
        기타이물질,기침,구토      1  0.000080
     의식장애,그 밖의출혈,마비      1  0.000080
      의식장애,호흡곤란,타박상      1  0.000080
         기침,변비,어지러움      1  0.000080
           고열,구토,혈변      1  0.000080
      기타통증,심계항진,찰과상      1  0.000080
       복통,그 밖의출혈,골절      1  0.000080
        호흡곤란,고열,찰과상      1  0.000080
           흉통,토혈,구토      1  0.000080
      기타통증,심계항진,타박상      1  0.000080
       두통,그 밖의출혈,설사      1  0.000080
      그 밖의출혈,찰과상,기침      1  0.000080
       호흡곤란,기도이물,골절      1  0.000080
      기타통증,열상,가슴불편감      1  0.000080
         호흡곤란,기침,마비      1  0.000080
         저체온증,기타,구토      1  0.000080
           기타,변비,혈변      1  0.000080
         기타통증,토혈,마비      1  0.000080
       기타통증,정신장애,마비      1  0.000080
        의식장애,비출혈,마비      1  0.000080
    심계항진,호흡곤란,경련/발작      1  0.000080
          비출혈,토혈,열상      1  0.000080
           복통,기침,혈변      1  0.000080
       흉통,그 밖의출혈,골절      1  0.000080
        복통,요통,가슴불편감      1  0.000080
          흉통,탈구,찰과상      1  0.000080
         실신,골절,전신쇠약      1  0.000080
       기타이물질,기타,타박상      1  0.000080
            요통,압궤손상      1  0.000080
          비출혈,토혈,구토      1  0.000080
       염좌,타박상,가슴불편감      1  0.000080
           화상,오심,구토      1  0.000080
           복통,요통,탈구      1  0.000080
         흉통,객혈,어지러움      1  0.000080
       두통,타박상,가슴불편감      1  0.000080
      비출혈,그 밖의출혈,혈변      1  0.000080
              토혈,염좌      1  0.000080
           흉통,염좌,기타      1  0.000080
        열상,경련/발작,구토      1  0.000080
           기타,화상,마비      1  0.000080
           두통,요통,기침      1  0.000080
       기타통증,심계항진,골절      1  0.000080
       기타출혈,전신쇠약,혈변      1  0.000080
        의식장애,심정지,골절      1  0.000080
           요통,열상,오심      1  0.000080
         기타통증,골절,마비      1  0.000080
           토혈,고열,열상      1  0.000080
       복통,기도이물,전신쇠약      1  0.000080
       정신장애,배뇨장애,변비      1  0.000080
              객혈,구토      1  0.000080
         복통,저체온증,오심      1  0.000080
       심계항진,호흡곤란,골절      1  0.000080
          흉통,골절,찰과상      1  0.000080
       기타통증,호흡곤란,변비      1  0.000080
           기침,변비,오심      1  0.000080
        심정지,호흡곤란,골절      1  0.000080
        열상,경련/발작,마비      1  0.000080
      요통,호흡곤란,경련/발작      1  0.000080
        비출혈,토혈,어지러움      1  0.000080
          객혈,그 밖의출혈      1  0.000080
         두통,전신쇠약,혈변      1  0.000080
          심정지,골절,오심      1  0.000080
         의식장애,실신,객혈      1  0.000080
          요통,비출혈,고열      1  0.000080
       의식장애,토혈,저체온증      1  0.000080
           설사,변비,오심      1  0.000080
       의식장애,탈구,어지러움      1  0.000080
       전신쇠약,화상,어지러움      1  0.000080
             요통,심정지      1  0.000080
       기타통증,실신,심계항진      1  0.000080
         저체온증,고열,기타      1  0.000080
        흉통,찰과상,전신쇠약      1  0.000080
         흉통,기타통증,탈구      1  0.000080
              탈구,변비      1  0.000080
       호흡곤란,염좌,어지러움      1  0.000080
           골절,열상,변비      1  0.000080
            심계항진,골절      1  0.000080
        복통,경련/발작,혈변      1  0.000080
         배뇨장애,설사,변비      1  0.000080
           요통,고열,열상      1  0.000080
           토혈,기타,화상      1  0.000080
         흉통,호흡곤란,염좌      1  0.000080
         골절,염좌,전신쇠약      1  0.000080
        비출혈,전신쇠약,구토      1  0.000080
         염좌,기타,전신쇠약      1  0.000080
        복통,의식장애,비출혈      1  0.000080
          복통,요통,심정지      1  0.000080
           흉통,염좌,오심      1  0.000080
         요통,탈구,전신쇠약      1  0.000080
       호흡곤란,열상,압궤손상      1  0.000080
             복통,심정지      1  0.000080
      두통,복통,그밖의통증기타      1  0.000080
       두통,분만진통,어지러움      1  0.000080
          타박상,설사,오심      1  0.000080
         흉통,요통,심계항진      1  0.000080
      요통,그밖의통증기타,구토      1  0.000080
      기타통증,비출혈,기도이물      1  0.000080
       기타통증,의식장애,기침      1  0.000080
       기타통증,심계항진,열상      1  0.000080
      골절,탈구,그밖의통증기타      1  0.000080
    두통,그밖의통증기타,어지러움      1  0.000080
          염좌,타박상,오심      1  0.000080
        토혈,가슴불편감,혈변      1  0.000080
  그 밖의출혈,열상,그밖의통증기타      1  0.000080
           흉통,요통,오심      1  0.000080
     기타통증,분만진통,경추통증      1  0.000080
         복통,요통,압궤손상      1  0.000080
       흉통,타박상,가슴불편감      1  0.000080
      기타이물질,그밖의통증기타      1  0.000080
       두통,의식장애,기도이물      1  0.000080
       비출혈,기타,가슴불편감      1  0.000080
           토혈,설사,구토      1  0.000080
       실신,배뇨장애,어지러움      1  0.000080
          흉통,실신,타박상      1  0.000080
